Price,Close,High,Low,Open,Volume
Ticker,JMIA,JMIA,JMIA,JMIA,JMIA
Datetime,,,,,
2024-12-16 14:30:00+00:00,4.309999942779541,4.369999885559082,4.269999980926514,4.349999904632568,185771
2024-12-16 14:35:00+00:00,4.329999923706055,4.358699798583984,4.300000190734863,4.309999942779541,49147
2024-12-16 14:40:00+00:00,4.269999980926514,4.324999809265137,4.250899791717529,4.324999809265137,41868
2024-12-16 14:45:00+00:00,4.329999923706055,4.329999923706055,4.261000156402588,4.28000020980835,128447
2024-12-16 14:50:00+00:00,4.260000228881836,4.325200080871582,4.25,4.320000171661377,82060
2024-12-16 14:55:00+00:00,4.300000190734863,4.309999942779541,4.261025905609131,4.269999980926514,38852
2024-12-16 15:00:00+00:00,4.2779998779296875,4.309999942779541,4.260000228881836,4.300000190734863,55714
2024-12-16 15:05:00+00:00,4.241099834442139,4.270299911499023,4.231200218200684,4.270199775695801,64705
2024-12-16 15:10:00+00:00,4.23799991607666,4.25,4.230000019073486,4.240799903869629,40418
2024-12-16 15:15:00+00:00,4.244999885559082,4.25,4.230000019073486,4.239999771118164,38760
2024-12-16 15:20:00+00:00,4.244999885559082,4.248000144958496,4.21999979019165,4.244999885559082,45079
2024-12-16 15:25:00+00:00,4.264999866485596,4.269999980926514,4.239999771118164,4.240799903869629,39747
2024-12-16 15:30:00+00:00,4.309999942779541,4.320000171661377,4.25,4.269999980926514,50280
2024-12-16 15:35:00+00:00,4.369800090789795,4.380000114440918,4.304999828338623,4.309999942779541,127203
2024-12-16 15:40:00+00:00,4.355000019073486,4.414999961853027,4.355000019073486,4.369100093841553,55605
2024-12-16 15:45:00+00:00,4.389999866485596,4.400000095367432,4.349999904632568,4.349999904632568,19973
2024-12-16 15:50:00+00:00,4.369999885559082,4.389999866485596,4.369999885559082,4.389999866485596,22713
2024-12-16 15:55:00+00:00,4.340000152587891,4.386000156402588,4.340000152587891,4.369999885559082,35955
2024-12-16 16:00:00+00:00,4.320000171661377,4.34499979019165,4.304999828338623,4.340000152587891,14665
2024-12-16 16:05:00+00:00,4.324999809265137,4.329999923706055,4.309999942779541,4.320000171661377,15705
2024-12-16 16:10:00+00:00,4.321199893951416,4.324999809265137,4.304999828338623,4.324999809265137,24434
2024-12-16 16:15:00+00:00,4.349999904632568,4.349999904632568,4.309999942779541,4.320000171661377,31013
2024-12-16 16:20:00+00:00,4.355000019073486,4.369999885559082,4.34499979019165,4.349999904632568,21130
2024-12-16 16:25:00+00:00,4.33519983291626,4.355500221252441,4.329999923706055,4.349999904632568,32413
2024-12-16 16:30:00+00:00,4.335000038146973,4.34499979019165,4.317999839782715,4.335000038146973,27252
2024-12-16 16:35:00+00:00,4.329999923706055,4.339200019836426,4.320000171661377,4.338900089263916,13613
2024-12-16 16:40:00+00:00,4.320000171661377,4.329999923706055,4.320000171661377,4.329999923706055,26784
2024-12-16 16:45:00+00:00,4.320000171661377,4.335000038146973,4.320000171661377,4.320000171661377,16504
2024-12-16 16:50:00+00:00,4.320000171661377,4.335000038146973,4.320000171661377,4.328800201416016,12551
2024-12-16 16:55:00+00:00,4.335000038146973,4.340000152587891,4.309999942779541,4.324999809265137,44441
2024-12-16 17:00:00+00:00,4.329999923706055,4.337200164794922,4.320000171661377,4.335000038146973,35476
2024-12-16 17:05:00+00:00,4.309999942779541,4.337699890136719,4.309999942779541,4.337699890136719,25598
2024-12-16 17:10:00+00:00,4.320000171661377,4.329999923706055,4.315000057220459,4.315000057220459,16757
2024-12-16 17:15:00+00:00,4.335000038146973,4.340000152587891,4.320000171661377,4.320000171661377,11534
2024-12-16 17:20:00+00:00,4.324999809265137,4.340000152587891,4.320000171661377,4.329999923706055,42022
2024-12-16 17:25:00+00:00,4.315000057220459,4.329899787902832,4.309999942779541,4.324999809265137,13113
2024-12-16 17:30:00+00:00,4.360599994659424,4.369999885559082,4.309999942779541,4.315000057220459,62756
2024-12-16 17:35:00+00:00,4.349999904632568,4.369999885559082,4.349999904632568,4.369999885559082,14995
2024-12-16 17:40:00+00:00,4.375,4.380000114440918,4.349999904632568,4.360000133514404,19784
2024-12-16 17:45:00+00:00,4.369999885559082,4.380000114440918,4.369999885559082,4.375,16508
2024-12-16 17:50:00+00:00,4.349999904632568,4.375,4.349999904632568,4.369999885559082,16724
2024-12-16 17:55:00+00:00,4.375,4.380000114440918,4.349999904632568,4.355000019073486,26300
2024-12-16 18:00:00+00:00,4.324999809265137,4.375,4.320000171661377,4.375,24635
2024-12-16 18:05:00+00:00,4.315000057220459,4.324999809265137,4.309999942779541,4.324999809265137,11435
2024-12-16 18:10:00+00:00,4.30049991607666,4.3171000480651855,4.300000190734863,4.309999942779541,17583
2024-12-16 18:15:00+00:00,4.301300048828125,4.309999942779541,4.300000190734863,4.300000190734863,17013
2024-12-16 18:20:00+00:00,4.295000076293945,4.315000057220459,4.289999961853027,4.309999942779541,43041
2024-12-16 18:25:00+00:00,4.289999961853027,4.299099922180176,4.289999961853027,4.295000076293945,21603
2024-12-16 18:30:00+00:00,4.269999980926514,4.291999816894531,4.269999980926514,4.289999961853027,20569
2024-12-16 18:35:00+00:00,4.269999980926514,4.278900146484375,4.260000228881836,4.269999980926514,20462
2024-12-16 18:40:00+00:00,4.284999847412109,4.288899898529053,4.275000095367432,4.275000095367432,13622
2024-12-16 18:45:00+00:00,4.275199890136719,4.284999847412109,4.269999980926514,4.28000020980835,23510
2024-12-16 18:50:00+00:00,4.3105998039245605,4.320000171661377,4.269999980926514,4.275000095367432,33892
2024-12-16 18:55:00+00:00,4.320000171661377,4.320000171661377,4.311999797821045,4.315000057220459,5161
2024-12-16 19:00:00+00:00,4.320000171661377,4.320000171661377,4.309999942779541,4.320000171661377,24110
2024-12-16 19:05:00+00:00,4.349899768829346,4.349999904632568,4.309999942779541,4.309999942779541,21328
2024-12-16 19:10:00+00:00,4.340199947357178,4.360000133514404,4.340000152587891,4.349899768829346,26940
2024-12-16 19:15:00+00:00,4.395100116729736,4.400000095367432,4.340000152587891,4.349999904632568,40035
2024-12-16 19:20:00+00:00,4.429999828338623,4.429999828338623,4.390999794006348,4.400000095367432,55820
2024-12-16 19:25:00+00:00,4.449999809265137,4.460000038146973,4.420100212097168,4.420100212097168,39668
2024-12-16 19:30:00+00:00,4.514999866485596,4.530099868774414,4.445000171661377,4.449999809265137,255327
2024-12-16 19:35:00+00:00,4.505000114440918,4.53000020980835,4.494999885559082,4.519000053405762,52918
2024-12-16 19:40:00+00:00,4.505000114440918,4.510000228881836,4.494999885559082,4.5,32634
2024-12-16 19:45:00+00:00,4.46999979019165,4.514999866485596,4.46999979019165,4.510000228881836,49076
2024-12-16 19:50:00+00:00,4.514999866485596,4.519999980926514,4.46999979019165,4.474999904632568,41736
2024-12-16 19:55:00+00:00,4.505000114440918,4.514999866485596,4.489999771118164,4.514999866485596,37120
2024-12-16 20:00:00+00:00,4.480100154876709,4.519999980926514,4.480100154876709,4.509799957275391,65533
2024-12-16 20:05:00+00:00,4.510000228881836,4.510000228881836,4.480000019073486,4.480000019073486,22266
2024-12-16 20:10:00+00:00,4.489999771118164,4.519999980926514,4.489999771118164,4.507699966430664,43689
2024-12-16 20:15:00+00:00,4.510000228881836,4.519999980926514,4.489999771118164,4.489999771118164,57762
2024-12-16 20:20:00+00:00,4.465000152587891,4.517099857330322,4.465000152587891,4.515200138092041,33522
